,id,Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит
1116,216464,Прежний уровень,стандарт,да,3.3,3,290,0.15,Кухонная посуда,3,2,2,9
1117,216465,Прежний уровень,стандарт,да,4.9,4,739,0.17,Мелкая бытовая техника и электроника,5,1,4,4
1118,216466,Прежний уровень,премиум,да,5.5,3,985,0.24,Домашний текстиль,5,4,4,13
1119,216467,Прежний уровень,стандарт,да,4.1,3,564,0.28,Мелкая бытовая техника и электроника,3,0,4,9
1120,216468,Прежний уровень,премиум,да,4.8,3,1008,0.28,Товары для детей,3,2,6,15
1121,216469,Прежний уровень,стандарт,да,4.3,4,999,0.23,Домашний текстиль,4,0,4,10
1122,216470,Прежний уровень,стандарт,да,4.3,5,522,0.3,Товары для детей,5,3,8,11
1123,216471,Прежний уровень,премиум,да,3.9,4,1042,0.25,Товары для детей,2,1,6,10
1124,216472,Прежний уровень,стандарт,да,3.8,4,767,0.14,Домашний текстиль,2,4,5,10
1125,216473,Прежний уровень,стандарт,да,4.3,4,404,0.23,Кухонная посуда,4,2,5,8
1126,216474,Прежний уровень,стандарт,да,4.0,3,445,0.26,Техника для красоты и здоровья,3,2,3,8
1127,216475,Прежний уровень,стандарт,да,3.5,3,577,0.23,Техника для красоты и здоровья,3,0,4,11
1128,216476,Прежний уровень,стандарт,да,5.0,4,648,0.16,Товары для детей,2,2,6,13
1129,216477,Прежний уровень,стандарт,да,4.8,3,611,0.24,Домашний текстиль,5,4,0,10
1130,216478,Прежний уровень,стандарт,да,2.6,3,461,0.91,Косметика и аксесуары,3,1,3,9
1131,216479,Прежний уровень,стандарт,нет,4.4,3,219,0.15,Домашний текстиль,3,3,3,4
1132,216480,Прежний уровень,стандарт,да,5.3,4,454,0.13,Мелкая бытовая техника и электроника,6,3,3,7
1133,216481,Прежний уровень,премиум,да,4.4,5,862,0.17,Техника для красоты и здоровья,4,4,8,10
1134,216482,Прежний уровень,стандарт,да,5.6,3,660,0.24,Домашний текстиль,5,3,4,9
1135,216483,Прежний уровень,стандарт,нет,4.9,4,816,0.95,Мелкая бытовая техника и электроника,6,1,5,13
1136,216484,Прежний уровень,стандарт,да,4.3,5,522,0.23,Техника для красоты и здоровья,4,2,3,4
1137,216485,Прежний уровень,стандарт,да,4.1,4,335,0.21,Товары для детей,6,3,3,7
1138,216486,Прежний уровень,премиум,да,2.6,4,346,0.24,Домашний текстиль,5,5,4,18
1139,216487,Прежний уровень,стандарт,нет,4.3,3,718,0.24,Техника для красоты и здоровья,4,1,6,8
1140,216488,Прежний уровень,стандарт,да,4.1,4,619,0.23,Товары для детей,6,1,1,13
1141,216489,Прежний уровень,стандарт,да,6.6,3,796,0.21,Домашний текстиль,3,3,2,8
1142,216490,Прежний уровень,стандарт,да,4.8,4,832,0.24,Мелкая бытовая техника и электроника,3,1,5,8
1143,216491,Прежний уровень,стандарт,нет,5.5,4,291,0.13,Домашний текстиль,3,4,2,15
1144,216492,Прежний уровень,стандарт,да,4.0,5,742,0.23,Техника для красоты и здоровья,3,2,5,3
1145,216493,Прежний уровень,стандарт,да,5.3,4,129,0.21,Домашний текстиль,4,5,2,17
1146,216494,Прежний уровень,премиум,да,5.1,3,1041,0.26,Кухонная посуда,2,0,2,4
1147,216495,Прежний уровень,стандарт,нет,2.6,4,349,0.15,Мелкая бытовая техника и электроника,5,4,3,10
1148,216496,Прежний уровень,стандарт,да,4.7,4,509,0.28,Косметика и аксесуары,3,2,4,11
1149,216497,Прежний уровень,стандарт,да,4.1,4,220,0.16,Кухонная посуда,5,3,1,7
1150,216498,Прежний уровень,стандарт,да,4.1,4,374,0.23,Товары для детей,4,2,5,11
1151,216499,Прежний уровень,стандарт,да,4.0,3,923,0.95,Техника для красоты и здоровья,5,2,6,6
1152,216500,Прежний уровень,стандарт,да,3.9,5,296,0.24,Косметика и аксесуары,4,4,3,11
1153,216501,Прежний уровень,стандарт,да,4.1,4,311,0.28,Товары для детей,4,2,4,9
1154,216502,Прежний уровень,премиум,да,4.3,4,902,0.16,Товары для детей,2,4,3,13
1155,216503,Прежний уровень,стандарт,да,3.9,3,749,0.15,Косметика и аксесуары,4,0,4,6
1156,216504,Прежний уровень,стандарт,да,3.3,4,482,0.2,Товары для детей,4,2,5,11
1157,216505,Прежний уровень,стандарт,нет,5.9,4,617,0.16,Мелкая бытовая техника и электроника,2,3,5,10
1158,216506,Прежний уровень,стандарт,да,5.1,4,893,0.14,Косметика и аксесуары,5,1,6,7
1159,216507,Прежний уровень,стандарт,нет,3.7,3,595,0.91,Товары для детей,5,4,5,15
1160,216508,Прежний уровень,стандарт,да,4.9,5,384,0.28,Техника для красоты и здоровья,6,0,3,8
1161,216509,Прежний уровень,премиум,да,5.2,4,833,0.28,Товары для детей,5,1,8,15
1162,216510,Прежний уровень,премиум,да,4.9,5,723,0.91,Мелкая бытовая техника и электроника,2,4,6,9
1163,216511,Прежний уровень,стандарт,да,4.6,4,704,0.11,Домашний текстиль,4,4,5,10
1164,216512,Прежний уровень,премиум,да,4.2,3,545,0.21,Мелкая бытовая техника и электроника,3,2,3,10
1165,216513,Прежний уровень,стандарт,да,4.1,4,559,0.2,Мелкая бытовая техника и электроника,4,2,1,7
1166,216514,Прежний уровень,премиум,нет,5.7,4,301,0.17,Домашний текстиль,2,5,5,14
1167,216515,Прежний уровень,стандарт,да,4.9,4,882,0.17,Косметика и аксесуары,3,2,6,9
1168,216516,Прежний уровень,стандарт,нет,5.4,4,508,0.28,Мелкая бытовая техника и электроника,3,1,3,8
1169,216517,Прежний уровень,стандарт,да,5.5,5,233,0.24,Косметика и аксесуары,5,4,4,6
1170,216518,Прежний уровень,премиум,да,3.3,5,994,0.28,Товары для детей,4,3,5,10
1171,216519,Прежний уровень,стандарт,да,4.2,5,937,0.11,Косметика и аксесуары,4,2,2,6
1172,216520,Прежний уровень,стандарт,да,4.1,4,644,0.21,Кухонная посуда,2,3,6,10
1173,216521,Прежний уровень,стандарт,да,5.8,4,505,0.13,Домашний текстиль,5,3,4,6
1174,216522,Прежний уровень,стандарт,да,5.5,4,969,0.12,Домашний текстиль,5,2,2,11
1175,216523,Прежний уровень,стандарт,да,4.0,3,461,0.28,Мелкая бытовая техника и электроника,4,1,3,5
1176,216524,Прежний уровень,стандарт,нет,4.9,3,326,0.95,Мелкая бытовая техника и электроника,3,2,3,13
1177,216525,Прежний уровень,премиум,да,5.7,4,713,0.13,Косметика и аксесуары,3,1,0,8
1178,216526,Прежний уровень,стандарт,да,5.6,4,157,0.3,Товары для детей,6,3,2,9
1179,216527,Прежний уровень,стандарт,нет,4.9,3,679,0.15,Техника для красоты и здоровья,4,1,1,14
1180,216528,Прежний уровень,премиум,да,4.4,4,993,0.11,Товары для детей,4,1,4,13
1181,216529,Прежний уровень,стандарт,нет,3.5,3,757,0.25,Товары для детей,3,1,2,7
1182,216530,Прежний уровень,стандарт,нет,4.9,3,362,0.24,Товары для детей,4,1,5,12
1183,216531,Прежний уровень,стандарт,да,4.9,4,780,0.24,Кухонная посуда,4,4,1,17
1184,216532,Прежний уровень,стандарт,да,4.3,5,401,0.15,Косметика и аксесуары,5,0,2,6
1185,216533,Прежний уровень,стандарт,нет,5.7,5,769,0.14,Техника для красоты и здоровья,4,1,8,10
1186,216534,Прежний уровень,стандарт,нет,4.9,4,445,0.2,Техника для красоты и здоровья,2,2,6,8
1187,216535,Прежний уровень,стандарт,нет,4.7,4,1013,0.21,Мелкая бытовая техника и электроника,4,0,5,9
1188,216536,Прежний уровень,стандарт,нет,5.2,3,324,0.15,Товары для детей,6,1,4,10
1189,216537,Прежний уровень,премиум,да,4.4,4,873,0.3,Косметика и аксесуары,6,4,3,4
1190,216538,Прежний уровень,премиум,да,4.9,4,482,0.17,Косметика и аксесуары,3,2,2,12
1191,216539,Прежний уровень,стандарт,да,5.1,4,176,0.28,Домашний текстиль,6,2,3,16
1192,216540,Прежний уровень,стандарт,нет,4.6,5,347,0.25,Мелкая бытовая техника и электроника,4,4,5,12
1193,216541,Прежний уровень,стандарт,да,4.1,4,593,0.29,Косметика и аксесуары,4,1,1,8
1194,216542,Прежний уровень,стандарт,нет,3.4,3,776,0.17,Товары для детей,4,2,6,10
1195,216543,Прежний уровень,стандарт,да,3.7,4,514,0.25,Домашний текстиль,3,3,4,12
1196,216544,Прежний уровень,стандарт,да,4.1,4,335,0.3,Техника для красоты и здоровья,5,2,6,9
1197,216545,Прежний уровень,стандарт,да,5.7,4,594,0.14,Товары для детей,5,4,4,4
1198,216546,Прежний уровень,премиум,да,4.7,4,475,0.26,Косметика и аксесуары,2,3,3,14
1199,216547,Прежний уровень,стандарт,нет,4.0,3,509,0.25,Косметика и аксесуары,2,6,3,13
1200,216548,Прежний уровень,стандарт,нет,6.3,4,252,0.16,Косметика и аксесуары,3,4,3,5
1201,216549,Прежний уровень,премиум,нет,4.3,3,820,0.16,Косметика и аксесуары,4,4,3,9
1202,216550,Прежний уровень,премиум,да,4.4,5,744,0.16,Мелкая бытовая техника и электроника,3,2,4,8
1203,216551,Прежний уровень,стандарт,нет,5.8,5,344,0.13,Мелкая бытовая техника и электроника,3,3,5,13
1204,216552,Прежний уровень,стандарт,да,4.9,4,922,0.28,Товары для детей,6,7,5,9
1205,216553,Прежний уровень,стандарт,да,6.1,4,298,0.27,Домашний текстиль,6,3,6,16
1206,216554,Прежний уровень,премиум,да,5.1,4,893,0.12,Кухонная посуда,2,4,4,9
1207,216555,Прежний уровень,стандарт,да,5.5,5,881,0.2,Кухонная посуда,3,5,2,12
1208,216556,Прежний уровень,стандарт,нет,4.8,5,372,0.25,Косметика и аксесуары,1,6,7,7
1209,216557,Прежний уровень,стандарт,да,3.9,4,788,0.26,Техника для красоты и здоровья,3,3,7,9
1210,216558,Прежний уровень,премиум,да,4.3,4,684,0.18,Техника для красоты и здоровья,1,6,1,8
1211,216559,Прежний уровень,премиум,да,4.3,5,719,0.24,Мелкая бытовая техника и электроника,1,2,5,16
1212,216560,Прежний уровень,стандарт,нет,4.4,4,891,0.94,Мелкая бытовая техника и электроника,2,2,6,14
1213,216561,Прежний уровень,стандарт,да,4.0,4,842,0.28,Техника для красоты и здоровья,2,8,7,10
1214,216562,Прежний уровень,стандарт,да,5.7,4,573,0.14,Косметика и аксесуары,2,4,4,10
1215,216563,Прежний уровень,премиум,да,3.7,3,1057,0.18,Домашний текстиль,4,3,4,9
1216,216564,Прежний уровень,стандарт,да,5.6,4,342,0.94,Кухонная посуда,2,7,5,8
1217,216565,Прежний уровень,стандарт,да,5.2,5,638,0.15,Домашний текстиль,1,5,8,4
1218,216566,Прежний уровень,стандарт,да,5.5,5,458,0.15,Товары для детей,2,4,3,7
1219,216567,Прежний уровень,стандарт,да,4.2,4,254,0.25,Товары для детей,2,3,4,15
1220,216568,Прежний уровень,премиум,нет,3.9,3,820,0.25,Косметика и аксесуары,4,4,2,10
1221,216569,Прежний уровень,премиум,да,5.6,5,744,0.17,Мелкая бытовая техника и электроника,3,2,6,9
1222,216570,Прежний уровень,стандарт,нет,4.7,5,769,0.14,Техника для красоты и здоровья,4,1,2,15
1223,216571,Прежний уровень,стандарт,нет,4.3,4,445,0.3,Техника для красоты и здоровья,2,2,4,19
1224,216572,Прежний уровень,стандарт,нет,5.3,4,1013,0.26,Мелкая бытовая техника и электроника,4,0,1,4
1225,216573,Прежний уровень,стандарт,нет,4.6,3,324,0.13,Товары для детей,6,1,4,6
1226,216574,Прежний уровень,премиум,да,5.5,4,873,0.12,Косметика и аксесуары,6,4,2,10
1227,216575,Прежний уровень,премиум,да,4.5,4,482,0.25,Косметика и аксесуары,3,2,2,9
1228,216576,Прежний уровень,стандарт,да,5.8,4,176,0.28,Домашний текстиль,6,2,4,6
1229,216577,Прежний уровень,стандарт,нет,5.4,5,347,0.26,Мелкая бытовая техника и электроника,4,4,5,9
1230,216578,Прежний уровень,стандарт,да,4.4,4,593,0.3,Косметика и аксесуары,4,1,7,10
1231,216579,Прежний уровень,стандарт,нет,5.8,3,776,0.14,Товары для детей,4,2,4,6
1232,216580,Прежний уровень,стандарт,да,4.3,4,514,0.11,Домашний текстиль,3,3,3,9
1233,216581,Прежний уровень,стандарт,да,3.6,4,335,0.31,Техника для красоты и здоровья,5,2,6,13
1234,216582,Прежний уровень,стандарт,да,5.2,4,594,0.21,Товары для детей,5,4,4,7
1235,216583,Прежний уровень,премиум,да,3.3,3,280,0.3,Товары для детей,3,4,8,13
1236,216584,Прежний уровень,премиум,нет,3.4,3,911,0.13,Товары для детей,3,3,8,8
1237,216585,Прежний уровень,стандарт,нет,5.9,3,134,0.25,Товары для детей,4,4,2,9
1238,216586,Прежний уровень,стандарт,да,4.0,4,600,0.27,Техника для красоты и здоровья,4,0,3,11
1239,216587,Прежний уровень,стандарт,да,4.4,3,286,0.19,Товары для детей,4,0,7,14
1240,216588,Прежний уровень,стандарт,нет,4.3,4,166,0.13,Техника для красоты и здоровья,4,1,3,14
1241,216589,Прежний уровень,стандарт,да,4.1,5,447,0.14,Косметика и аксесуары,6,0,9,12
1242,216590,Прежний уровень,премиум,да,6.6,5,740,0.3,Мелкая бытовая техника и электроника,4,2,6,14
1243,216591,Прежний уровень,стандарт,да,4.1,5,151,0.21,Домашний текстиль,5,2,5,13
1244,216592,Прежний уровень,стандарт,нет,5.6,4,765,0.17,Мелкая бытовая техника и электроника,3,0,2,6
1245,216593,Прежний уровень,стандарт,да,5.7,5,514,0.27,Домашний текстиль,4,5,5,11
1246,216594,Прежний уровень,стандарт,нет,4.1,5,468,0.23,Косметика и аксесуары,3,1,4,5
1247,216595,Прежний уровень,стандарт,да,4.2,4,753,0.94,Косметика и аксесуары,6,2,3,10
1248,216596,Прежний уровень,стандарт,да,4.1,4,719,0.29,Домашний текстиль,6,4,5,10
1249,216597,Прежний уровень,стандарт,да,3.3,4,388,0.22,Домашний текстиль,4,3,4,13
1250,216598,Прежний уровень,стандарт,нет,3.5,3,841,0.95,Товары для детей,4,0,5,9
1251,216599,Прежний уровень,стандарт,да,3.3,4,453,0.22,Техника для красоты и здоровья,2,5,8,8
1252,216600,Прежний уровень,премиум,да,4.4,4,349,0.4,Домашний текстиль,5,4,0,8
1253,216601,Прежний уровень,стандарт,да,4.3,4,553,0.15,Косметика и аксесуары,5,2,5,8
1254,216602,Прежний уровень,стандарт,нет,3.4,5,170,0.95,Техника для красоты и здоровья,4,1,3,10
1255,216603,Прежний уровень,стандарт,да,4.4,5,798,0.14,Товары для детей,3,2,6,10
1256,216604,Прежний уровень,стандарт,да,4.9,5,350,0.99,Домашний текстиль,3,4,5,5
1257,216605,Прежний уровень,стандарт,да,3.2,4,568,0.94,Мелкая бытовая техника и электроника,5,1,7,11
1258,216606,Прежний уровень,стандарт,нет,5.1,3,904,0.26,Мелкая бытовая техника и электроника,4,1,2,12
1259,216607,Прежний уровень,стандарт,да,3.3,4,575,0.23,Товары для детей,2,4,5,8
1260,216608,Прежний уровень,стандарт,да,5.1,3,786,0.17,Домашний текстиль,3,3,3,13
1261,216609,Прежний уровень,премиум,да,4.7,4,935,0.14,Мелкая бытовая техника и электроника,3,1,3,8
1262,216610,Прежний уровень,стандарт,нет,4.2,4,964,0.3,Техника для красоты и здоровья,4,0,6,6
1263,216611,Прежний уровень,стандарт,да,3.9,4,515,0.13,Мелкая бытовая техника и электроника,3,0,2,10
1264,216612,Прежний уровень,стандарт,да,4.7,4,1013,0.14,Кухонная посуда,3,2,0,14
1265,216613,Прежний уровень,стандарт,да,4.6,4,900,0.21,Косметика и аксесуары,4,0,3,10
1266,216614,Прежний уровень,премиум,да,3.9,3,610,0.19,Товары для детей,3,1,3,7
1267,216615,Прежний уровень,стандарт,да,5.1,4,780,0.27,Домашний текстиль,4,1,4,4
1268,216616,Прежний уровень,стандарт,да,4.2,5,486,0.28,Кухонная посуда,6,0,3,10
1269,216617,Прежний уровень,премиум,нет,4.9,3,815,0.3,Косметика и аксесуары,2,3,5,7
1270,216618,Прежний уровень,премиум,да,4.3,4,983,0.16,Товары для детей,4,4,2,5
1271,216619,Прежний уровень,стандарт,нет,3.9,4,140,0.17,Техника для красоты и здоровья,4,2,8,11
1272,216620,Прежний уровень,стандарт,да,6.1,4,1001,0.17,Товары для детей,3,5,6,19
1273,216621,Прежний уровень,стандарт,нет,6.6,5,612,0.25,Товары для детей,5,0,8,5
1274,216622,Прежний уровень,премиум,да,4.1,3,162,0.16,Товары для детей,4,5,3,8
1275,216623,Прежний уровень,стандарт,да,3.4,4,663,0.22,Кухонная посуда,3,0,2,10
1276,216624,Прежний уровень,стандарт,да,5.4,5,806,0.17,Домашний текстиль,6,1,8,11
1277,216625,Прежний уровень,стандарт,да,3.4,5,351,0.24,Кухонная посуда,5,1,6,8
1278,216626,Прежний уровень,премиум,да,3.9,4,488,0.32,Домашний текстиль,2,5,3,8
1279,216627,Прежний уровень,премиум,да,2.4,4,768,0.23,Товары для детей,3,5,2,18
1280,216628,Прежний уровень,стандарт,нет,3.8,4,467,0.22,Мелкая бытовая техника и электроника,5,1,4,4
1281,216629,Прежний уровень,стандарт,нет,3.5,4,346,0.4,Кухонная посуда,3,1,6,7
1282,216630,Прежний уровень,стандарт,да,4.4,4,488,0.29,Домашний текстиль,4,4,7,4
1283,216631,Прежний уровень,стандарт,да,3.0,3,455,0.24,Кухонная посуда,5,0,7,7
1284,216632,Прежний уровень,стандарт,нет,4.0,3,761,0.35,Кухонная посуда,3,0,4,12
1285,216633,Прежний уровень,стандарт,нет,2.4,4,192,0.35,Техника для красоты и здоровья,3,3,6,10
1286,216634,Прежний уровень,стандарт,да,4.1,4,335,0.4,Техника для красоты и здоровья,3,4,3,7
1287,216635,Прежний уровень,стандарт,да,0.9,3,932,0.35,Косметика и аксесуары,3,3,8,5
1288,216636,Прежний уровень,премиум,да,2.4,4,996,0.23,Кухонная посуда,3,4,5,6
1289,216637,Прежний уровень,стандарт,да,3.5,3,801,0.22,Техника для красоты и здоровья,5,1,4,6
1290,216638,Прежний уровень,стандарт,нет,1.5,3,930,0.29,Мелкая бытовая техника и электроника,2,0,4,16
1291,216639,Прежний уровень,стандарт,да,4.8,4,306,0.29,Товары для детей,4,5,3,7
1292,216640,Прежний уровень,стандарт,нет,5.7,4,416,0.95,Кухонная посуда,2,3,5,13
1293,216641,Прежний уровень,стандарт,да,4.1,4,638,0.22,Техника для красоты и здоровья,4,1,6,14
1294,216642,Прежний уровень,премиум,да,4.2,3,991,0.4,Мелкая бытовая техника и электроника,4,3,5,12
1295,216643,Прежний уровень,стандарт,да,6.6,3,318,0.24,Техника для красоты и здоровья,5,3,3,11
1296,216644,Прежний уровень,стандарт,нет,5.1,4,454,0.21,Домашний текстиль,6,2,3,9
1297,216645,Прежний уровень,стандарт,да,4.1,3,586,0.2,Домашний текстиль,3,2,5,7
1298,216646,Прежний уровень,стандарт,да,6.3,5,645,0.12,Техника для красоты и здоровья,3,3,5,7
1299,216647,Прежний уровень,премиум,да,4.0,5,906,0.94,Техника для красоты и здоровья,4,5,3,12
